商品管理番号（商品URL）,商品番号,商品名,販売期間指定（開始日時）,販売期間指定（終了日時）,SKU管理番号,通常購入販売価格,表示価格,二重価格文言管理番号,商品属性（項目）1,商品属性（値）1,商品属性（単位）1,商品属性（項目）2,商品属性（値）2,商品属性（単位）2,商品属性（項目）3,商品属性（値）3,商品属性（単位）3,商品属性（項目）4,商品属性（値）4,商品属性（単位）4,商品属性（項目）5,商品属性（値）5,商品属性（単位）5,商品属性（項目）6,商品属性（値）6,商品属性（単位）6,商品属性（項目）7,商品属性（値）7,商品属性（単位）7,商品属性（項目）8,商品属性（値）8,商品属性（単位）8,商品属性（項目）9,商品属性（値）9,商品属性（単位）9,商品属性（項目）10,商品属性（値）10,商品属性（単位）10,商品属性（項目）11,商品属性（値）11,商品属性（単位）11,商品属性（項目）12,商品属性（値）12,商品属性（単位）12,商品属性（項目）13,商品属性（値）13,商品属性（単位）13,商品属性（項目）14,商品属性（値）14,商品属性（単位）14,商品属性（項目）15,商品属性（値）15,商品属性（単位）15,商品属性（項目）16,商品属性（値）16,商品属性（単位）16,商品属性（項目）17,商品属性（値）17,商品属性（単位）17,商品属性（項目）18,商品属性（値）18,商品属性（単位）18,商品属性（項目）19,商品属性（値）19,商品属性（単位）19,商品属性（項目）20,商品属性（値）20,商品属性（単位）20,商品属性（項目）21,商品属性（値）21,商品属性（単位）21,商品属性（項目）22,商品属性（値）22,商品属性（単位）22,商品属性（項目）23,商品属性（値）23,商品属性（単位）23,商品属性（項目）24,商品属性（値）24,商品属性（単位）24,商品属性（項目）25,商品属性（値）25,商品属性（単位）25,商品属性（項目）26,商品属性（値）26,商品属性（単位）26,商品属性（項目）27,商品属性（値）27,商品属性（単位）27,商品属性（項目）28,商品属性（値）28,商品属性（単位）28,商品属性（項目）29,商品属性（値）29,商品属性（単位）29,商品属性（項目）30,商品属性（値）30,商品属性（単位）30,商品属性（項目）31,商品属性（値）31,商品属性（単位）31,商品属性（項目）32,商品属性（値）32,商品属性（単位）32,商品属性（項目）33,商品属性（値）33,商品属性（単位）33,商品属性（項目）34,商品属性（値）34,商品属性（単位）34,商品属性（項目）35,商品属性（値）35,商品属性（単位）35,商品属性（項目）36,商品属性（値）36,商品属性（単位）36,商品属性（項目）37,商品属性（値）37,商品属性（単位）37,商品属性（項目）38,商品属性（値）38,商品属性（単位）38,商品属性（項目）39,商品属性（値）39,商品属性（単位）39,商品属性（項目）40,商品属性（値）40,商品属性（単位）40,商品属性（項目）41,商品属性（値）41,商品属性（単位）41,商品属性（項目）42,商品属性（値）42,商品属性（単位）42,商品属性（項目）43,商品属性（値）43,商品属性（単位）43,商品属性（項目）44,商品属性（値）44,商品属性（単位）44,商品属性（項目）45,商品属性（値）45,商品属性（単位）45,商品属性（項目）46,商品属性（値）46,商品属性（単位）46,商品属性（項目）47,商品属性（値）47,商品属性（単位）47,商品属性（項目）48,商品属性（値）48,商品属性（単位）48,商品属性（項目）49,商品属性（値）49,商品属性（単位）49,商品属性（項目）50,商品属性（値）50,商品属性（単位）50,商品属性（項目）51,商品属性（値）51,商品属性（単位）51,商品属性（項目）52,商品属性（値）52,商品属性（単位）52,商品属性（項目）53,商品属性（値）53,商品属性（単位）53,商品属性（項目）54,商品属性（値）54,商品属性（単位）54,商品属性（項目）55,商品属性（値）55,商品属性（単位）55,商品属性（項目）56,商品属性（値）56,商品属性（単位）56,商品属性（項目）57,商品属性（値）57,商品属性（単位）57,商品属性（項目）58,商品属性（値）58,商品属性（単位）58,商品属性（項目）59,商品属性（値）59,商品属性（単位）59,商品属性（項目）60,商品属性（値）60,商品属性（単位）60,商品属性（項目）61,商品属性（値）61,商品属性（単位）61,商品属性（項目）62,商品属性（値）62,商品属性（単位）62,商品属性（項目）63,商品属性（値）63,商品属性（単位）63,商品属性（項目）64,商品属性（値）64,商品属性（単位）64,商品属性（項目）65,商品属性（値）65,商品属性（単位）65,商品属性（項目）66,商品属性（値）66,商品属性（単位）66,商品属性（項目）67,商品属性（値）67,商品属性（単位）67,商品属性（項目）68,商品属性（値）68,商品属性（単位）68,商品属性（項目）69,商品属性（値）69,商品属性（単位）69,商品属性（項目）70,商品属性（値）70,商品属性（単位）70,商品属性（項目）71,商品属性（値）71,商品属性（単位）71,商品属性（項目）72,商品属性（値）72,商品属性（単位）72,商品属性（項目）73,商品属性（値）73,商品属性（単位）73,商品属性（項目）74,商品属性（値）74,商品属性（単位）74,商品属性（項目）75,商品属性（値）75,商品属性（単位）75,商品属性（項目）76,商品属性（値）76,商品属性（単位）76,商品属性（項目）77,商品属性（値）77,商品属性（単位）77,商品属性（項目）78,商品属性（値）78,商品属性（単位）78,商品属性（項目）79,商品属性（値）79,商品属性（単位）79,商品属性（項目）80,商品属性（値）80,商品属性（単位）80,商品属性（項目）81,商品属性（値）81,商品属性（単位）81,商品属性（項目）82,商品属性（値）82,商品属性（単位）82,商品属性（項目）83,商品属性（値）83,商品属性（単位）83,商品属性（項目）84,商品属性（値）84,商品属性（単位）84,商品属性（項目）85,商品属性（値）85,商品属性（単位）85,商品属性（項目）86,商品属性（値）86,商品属性（単位）86,商品属性（項目）87,商品属性（値）87,商品属性（単位）87,商品属性（項目）88,商品属性（値）88,商品属性（単位）88,商品属性（項目）89,商品属性（値）89,商品属性（単位）89,商品属性（項目）90,商品属性（値）90,商品属性（単位）90,商品属性（項目）91,商品属性（値）91,商品属性（単位）91,商品属性（項目）92,商品属性（値）92,商品属性（単位）92,商品属性（項目）93,商品属性（値）93,商品属性（単位）93,商品属性（項目）94,商品属性（値）94,商品属性（単位）94,商品属性（項目）95,商品属性（値）95,商品属性（単位）95,商品属性（項目）96,商品属性（値）96,商品属性（単位）96,商品属性（項目）97,商品属性（値）97,商品属性（単位）97,商品属性（項目）98,商品属性（値）98,商品属性（単位）98,商品属性（項目）99,商品属性（値）99,商品属性（単位）99,商品属性（項目）100,商品属性（値）100,商品属性（単位）100
"yf-435","","","","","8833","2980","2980","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-435","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ピンク","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","春|秋|冬","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-435","","","","","8834","2980","2980","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-435","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ピンク","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","春|秋|冬","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-435","","","","","8835","2980","2980","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-435","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ピンク","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","春|秋|冬","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-435","","","","","8836","2980","2980","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-435","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ピンク","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","春|秋|冬","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-435","","","","","8837","2980","2980","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-435","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ピンク","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","春|秋|冬","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-435","","","","","8838","2980","2980","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-435","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","パープル","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","春|秋|冬","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-435","","","","","8839","2980","2980","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-435","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ピンク","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","春|秋|冬","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-435","","","","","9003","2980","2980","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-435","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","パープル","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","春|秋|冬","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-435","","","","","9004","2980","2980","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-435","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ピンク","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","春|秋|冬","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-449","YF-449","犬服 秋冬 ドッグウェア ニット セーター 可愛い 長袖 クマ柄 防寒 暖かい ペット用品 猫服 フレンチブルドッグ パグ 可愛いパグ服 小型犬 インスタ映","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-449","","","","","9102","1780","1780","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-449","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ベージュ","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-449","","","","","9103","1780","1780","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-449","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ベージュ","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-449","","","","","9104","1780","1780","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-449","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ベージュ","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-449","","","","","9105","1780","1780","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-449","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ベージュ","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-449","","","","","9106","1780","1780","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-449","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ベージュ","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-449","","","","","9107","1780","1780","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-449","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","レッド","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-449","","","","","9108","1780","1780","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-449","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","レッド","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-449","","","","","9109","1780","1780","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-449","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","レッド","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-449","","","","","9110","1780","1780","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-449","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","レッド","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-449","","","","","9111","1780","1780","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-449","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","レッド","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-449","","","","","9112","1780","1780","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-449","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ブルー","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-449","","","","","9113","1780","1780","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-449","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ブルー","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yf-449","","","","","9114","1780","1780","0","シリーズ名","-","","ブランド名","職人手作り犬服のポコポコ","","メーカー型番","yf-449","","カラー","","","ペットの服サイズ","","","犬の大きさ","","","代表カラー","ブルー","","適正犬種","全犬種","","枚数","","","熱中症対策","","","防寒","有","","シーズン","","","状態","","","中古状態","","","販売形態（並行輸入品）","","","販売形態（訳あり）","","","ブランド名（カナ）","","","シリーズ名（カナ）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
